Aba,ILMAZ
Nergise,ERCATIM
Nerim,ERCUMER
Nermi,ERENDOR
Nermin,ERKALP
Nesil,ERMETE
Nesim,ERTONBUL
Nesime,ERVA
Nesimi,ESIRINGU
Nesip,ETCIK
Nesli,EVRENOS
Nesligul,EYS
Nesrin,FINDICAK
Nesteren,FIRCA
Nese,GARGA
Nesegul,GAYAF
Nesem,GAYGILI
Nesenur,GELERLI
Neset,GERAL
Nesever,GEZERKAYA
Nesit,GEZIR
Nesve,GOGEM
Neveser,GOGULTER
Nevfel,GOKCENAY
Nevgul,GOSTERIR
Nevhiz,GOZDEMIR
Nevin,GOZETICI
Nevinur,GOZUKELES
Nevir,GULDUK
Nevit,GULGAR
Nevres,GULGU
Nevreste,GULLUBAS
Nevrettin,GULVARDAR
Nevri,GUMUSBURUN
Nevriye,GUNUZ
Nevruz,GURESIN
Neyire,GUZIN
Neyyire,GUZUN
Neyyiri,HAKANOGLU
Neyzen,HAKTANKACMAZ
Nezih,HAMAMCILAR
Nezihe,HAMUTCU
Nezihi,HATAN
Nezir,HENDES
Nezire,HENGIL
Nilufer,HENKI
Nimet,HOSGUN
Niyet,HOSHABER
Nuralem,IBALAR
Nurel,IBSIR
Nurer,ICGIL
Nurersin,ICKEN
Nurettin,IFTAR
Nurfer,ILKEN
Nuriye,INCEKULAK
Nurmelek,IPSUZ
Nurper,IRMAKLIOGLU
Nurperi,ISIKVER
Nursel,ISKA
Nurselen,ISPAHI
Nurseli,IYDE
Nursen,KABACIOGLU
Nursenin,KABAKTAN
Nurser,KABISEN
Nurseren,KABUCU
Nursev,KALEMDAR
Nurseven,KALFAZADE
Nursevil,KALKINC
Nursevim,KANDOKER
Nursevin,KANLIK
Nursine,KARACANLI
Nursen,KARACIZMALI
Nurtek,KARAGUZ
Nurtekin,KARAMAGARA
Nurten,KARAMUTLU
Nurver,KARBOGA
Nurveren,KAVAKLAR
Nurzen,KAYISLIOGLU
Nurzer,KAYMAZKAYA
Nusret,KAZANCIGIL
Nusrettin,KELEP
Nukhet,KESISOGLU
Nuzhet,KEYFCI
Ogultekin,KIGAN
Oguzer,KILA
Oker,KILICKESEN
Okergin,KIRCE
Oksev,KOBAY
Okseven,KOCAHUYUK
Oksever,KOCKAL
Okture,KOLUSAYIN
Okturemis,KOPRUCUOGLU
Okver,KOSDAK
Olguner,KUCUKA
Onel,KUCUKDEMIRTAS
Oner,KUCUKDURMAZ
Onerim,KUCUKPARMAKSIZ
Onguner,KUDUS
Onguner,KURTULGAN
Ongunes,KURUCOLAK
Onuker,KUYUMLU
Onuktekin,KUZUN
Onursev,LADIK
Onurseven,LATIN
oge,LISE
oger,MALKONDU
oget,MAZICIOGLU
ogeturk,MERTTIR
oge,MESEOGLU
oget,MESTEK
ogmen,MILLETSEVER
oke,MUVAFIK
okeer,NADAROGLU
okelik,NALINCIOGLU
oker,NARYAPRAGI
okkes,NEIYI
okmen,NIZAMDERE
okmener,OCKOYMAZ
okte,OGRETMEK
oktem,OPRUKCU
oktemer,ORUKCU
okten,OTABASI
oktener,OZADIN
olen,OZAYTEKIN
olmez,OZDERELI
omer,OZELMIS
onel,OZEVRAN
onemli,OZEYRANLI
onen,OZGEYIKCI
oner,OZGOLET
oneri,OZMALKOC
ones,OZSAMLI
oney,OZSIVRI
ongel,OZTENEKECI
ongen,OZTOKAT
ongoren,OZUSEN
onsel,PEKMEN
oren,PENCAR
orenel,PIRNAR
orengul,POLICE
orfiye,PURDE
orge,PUSGULLU
orgen,RESULOGULLARI
ornek,SAGDIS
orsel,SAGINDA
oruner,SAHINBAZ
oryurek,SAHRANC
osme,SAKINAN
otlegen,SAMIL
otuken,SANALIR
ovet,SANGUDER
oymen,SANUR
ozek,SARITAN
ozel,SAYDIM
ozen,SAYDUN
ozengin,SAYIMLAR
ozengul,SAYKIOGLU
ozenir,SAYMAK
ozenli,SAYYIGIT
ozer,SELCUKA
ozerek,SENSIZ
ozerk,SERINBAS
ozerkin,SILMEZ
ozerkmen,SINTURK
ozerol,SIPAHILER
ozertem,SIRMABIYIK
ozge,SOGUKTAS
ozgeer,SOLGUL
ozgen,SONSES
ozgener,SOYKARAN
ozger,SUBAK
ozgunel,SUNACA
ozguner,SUNGUL
ozgunes,SUSEHIRLI
ozguney,SUVE
ozgurel,TABANLIOGLU
ozguven,TAHINC
ozilter,TALANAY
ozipek,TAPIKLAMA
ozke,TASIK
ozkent,TASKAZAN
ozker,TASOL
ozlek,TASSETEN
ozlem,TASTEN
ozlen,TATLIC
ozlenen,TEKEV
ozler,TEKOK
ozleyis,TELYAKAR
ozluer,TENGEREK
ozmen,TIBUKOGLU
ozmert,TIMK
ozoge,TOPSEVER
ozpeker,TOZLAMA
ozpetek,TUMEROGLU
ozsel,TURAS
ozselen,TUTUGAN
ozsevi,TUZUNALP
ozsuer,UCKUNER
ozsen,UGURYOL
oztek,USALIR
oztekin,USTUNTAG
ozten,UTKUDAG
oztinel,UVENC
oztiner,UYUSUK
ozupek,UZGEC
ozver,VECA
ozveren,VELIOGULLARI
ozveri,VURAT
ozvermis,YAKARTAS
Pek,YALANGOZ
Pekoz,YALCINLAR
Peksu,YALNIZER
Peksen,YAMIS
Pelin,YARANGUMELIOGLU
Pelit,YASUBUGA
Peren,YAYCILI
Peri,YAYLACICEGI
Perinur,YAZKURT
Periru,YELBAY
Perives,YENICAY
Perize,YETISECEK
Permun,YILDIRM
Pertev,YILDIZGIL
Peruze,YOMAK
Perver,YONEM
Pervin,YUMSAKDEMIR
Perviz,ZANUR
Pesen,ZINCIRCIOGLU
Pesent,ZIYARET
Petek,ACIKKAR
Peyker,ACUMA
Piruze,AGCELIK
Prenses,AKDONER
Puren,AKKEYIK
Purfer,AKKOSEM
Pursen,AKSANLI
Refet,ALAGUZ
Refettin,ALAPINAR
Refi,ALIBEY
Refig,ALIRIZ
Refih,ALPSATAN
Refihe,ALPUR
Refii,ALTINAK
Refik,AMBARCIOGLU
Refiye,ARDOR
Reis,ARIGAN
Rekin,ARKLAN
Rekine,ARSLANBAG
Remzi,ASASIN
Remziye,ASKA
Rengin,ASLANKIRAN
Reset,AVUCLU
Resmî,AVUKA
Resmigul,AYLAS
Resmiye,AYNIGUL
Resul,AYSECKIN
Resik,AYTU
Resit,AZDIR
Revis,BABAGIRAY
Rezin,BALBUNAR
Rıfkıye,BANGIR
Ruhisen,BARDI
Ruhiye,BASDELI
Ruhsen,BASTOG
Ruhsen,BAYDAL
Rukiye,BAYO
Rusen,BECERGEN
Ruziye,BOGLU
Ruknettin,BONCUKLU
Rustem,BOSAT
Rustiye,BOYUKBALCI
Sefer,BOZDAM
Seferî,BOZHAYDAR
Segmen,BOZKURTACA
Seher,BUGAAKCA
Sehergul,BUGACAYIR
Sehi,BULMAN
Sekine,BUNALDI
Sel,BUTUSABA
Selah,BUYUKDIKMEN
Selahi,BUYUKDINC
Selam,BUYUKSEN
Selamet,CABUS
Selamettin,CAKANLAR
Selami,CALILIK
Selatin,CAMALTI
Selek,CAMPASALI
Selekmen,CANGAZ
Selen,CANGUZEL
Seler,CARE
Selısık,CARSIBASI
Selısıl,CELKIN
Selısın,CETOK
Selim,CEVRIOGLU
Selime,CIGGIN
Selin,CINGOZOGLU
Selmi,COLAKGIL
Selmin,COLOVA
Selnur,CONTE
Selok,CORDAN
Selvet,COSKUNARSLAN
Selvi,CULFAOGLU
Semen,DAGISTANLIOGLU
Semih,DAGKAN
Semin,DAGLIGIL
Semine,DAKAL
Semir,DARTAN
Semire,DEFCI
Semiye,DEGME
Semuh,DEMIRKALA
Senem,DEMIRSAY
Sener,DERSAN
Senger,DEVA
Sengul,DIVANLI
Sengun,DOBAK
Senî,DOBOGLU
Senih,DOGRUKARTAL
Seniye,DOMBEK
Sennur,DORMA
Senol,EDIBOGLU
Seren,EGRET
Serener,EMIRBILEK
Serengul,EMIRI
Sergen,ENGUDAROGLU
Sergin,ERBAHAR
Sergul,ERBIYIK
Sergun,ERKIVAC
Serhenk,ERKOCAASLAN
Serhun,ERSECEN
Serim,ESENDENIZ
Serimer,ESKITUTUNCU
Serin,ESKIVAR
Seringul,ESLEGUL
Serkut,EVEYIK
Sermelek,EVLEKOGLU
Sermet,EYLENTI
Sermin,FAZIL
Sernur,FILIZKOK
Serol,GAYRINAL
Serpil,GECTIN
Serpin,GEMALMAZOGLU
Sertel,GIRGIS
Serter,GISIOGLU
Sertug,GOKDAGLI
Server,GOKERI
Servet,GOLES
Servi,GOLGELIOGLU
Seven,GONULAY
Sevener,GOYDAS
Sevengul,GULEBAKAN
Sevengun,GULLEP
Sever,GUNGORLER
Sevgen,GURDAN
Sevgi,GURGULU
Sevgili,GURLEMEZ
Sevgim,GUZELCI
Sevginur,HAKER
Sevgisun,HANOL
Sevgul,HANPOLAT
Sevgun,HAREM
Sevgur,HASANBESE
Sevi,HASAS
Sevig,HASKOL
Sevik,HATIK
Sevil,HAYBER
Sevilen,HEBIL
Sevilsen,HIRACAN
Sevim,HOSGELEN
Sevimgul,HUMMET
Sevin,HUNKER
Sevnur,IDAM
Sevsen,IKILI
Sevsevil,ILTERLI
Sevuk,IMAK
Sevuktekin,INANGIL
Seyfettin,INATOGLU
Seyfi,IREP
Seyfiye,IRIBAS
Seyhun,ISBIL
Seyit,ISBIRAKMAZ
Seylan,ISLEMEZ
Seylap,ISTIL
Seymen,IYIDIR
Sezek,IZGINLI
Sezel,KABADAYIOGULLARI
Sezen,KABUKLU
Sezer,KADERCI
Sezgen,KADOGLU
Sezgi,KAHKECI
Sezgin,KAMI
Sezi,KAMUR
Sezim,KAPANCIOGLU
Sezin,KAPRAN
Sezis,KARABALI
Sezmen,KARABASAK
Sırriye,KARAKOLLUKCI
Sıtkıye,KARAMA
Simge,KARATUNA
Simten,KARAYAPRAK
Simuzer,KARAYEN
Sine,KARINCAOGLU
Sinem,KARISLI
Siper,KAVAKATUK
Siren,KAYDIM
Sirer,KAYDUR
Siret,KAYIMKAYA
Sirmen,KAYNAKCIOGLU
Siyret,KAYRIN
Somel,KAZANCIK
Somer,KAZANDIOGLU
Sonel,KAZAZOGLU
Soner,KEBAN
Sonsen,KECEOGLU
Sonten,KECIBAS
Sonver,KELCI
Soyer,KELEKOGLU
Soyguven,KERESTECIOGLU
Soyluer,KEVREK
Soytekin,KIRACKIR
Soyuer,KIRBIC
Sokmen,KIRIMCA
Sokmener,KIRMIZIKOYUN
Sokmensu,KISLAR
Sokmensuer,KIVIRCI
Sonmez,KIYCI
Sonmezer,KIZI
Sozen,KIZILKILIC
Sozer,KOCABOSTAN
Sozmen,KOCAHASANOGLU
Suheyp,KODEN
Sulhiye,KOKCI
Sumer,KONTURK
Sunel,KORFEZ
Suner,KOSELERDEN
Sungurtekin,KUCDEMIR
Suphiye,KUCEK
Suel,KUCUKBEKAR
Suer,KUCUKMERIC
Sueren,KUCUKODABASI
Suergin,KUCUKSAKAR
Suheyl,KUCUKYUCE
Suheyla,KUKUT
Sulemis,KUMARTAS
Sumer,KUMKAPU
Sumeyre,KUMUSTEKIN
Sunter,KUROL
Surmeli,KURSEP
Susen,KURTDEDE
Suyek,KURTEN
Suzen,KURTULBAS
sefik,MALCIOGLU
seh,MEHREKULE
sehalem,MESKEN
sehim,MESLI
sehime,METLILER
sehlevent,MIREL
sehmuz,MISIRLILAR
sehper,MORDONLU
sehriyar,MUREKEPCI
sehriye,MUSLUER
seker,MUTLUGUNES
sekime,NARTTURK
sekip,NURHAT
sekur,OCAKVERDI
sekure,OGUNDUR
selale,OKSUZKAYA
semi,OLES
semim,OLGAY
semime,ONARIR
seminur,ONYILDIZ
sems,ORALKAN
semsettin,ORDEKBAY
semsi,ORDEM
semsifer,ORSKAYA
semsiye,OSPAK
sen,OTAC
senel,OYMAZ
sener,OYUNCU
sengil,OZCEKEN
sengonul,OZERGUL
sengul,OZHALAC
sengun,OZHARIKCI
seniz,OZHUN
senlen,OZKARAL
senlik,OZKASIKCI
sennur,OZKAVRA
senol,OZKIZGIN
senoz,OZKUN
sensen,OZKUYUMCU
sensoy,OZORAN
sensu,OZSALMAN
senturk,OZSEVIMLI
senyer,PEKSAN
senyıl,PIRCIOGLU
senyurt,PISTOF
senyuz,PORAZAN
seref,RADAR
serefnur,REFREF
seremet,RESAT
seren,SAATOGLU
serif,SAGBANGUL
serife,SAGLAMCA
sermin,SAHINKAYASI
sesen,SAHINSAH
sevket,SAHMALI
sevki,SAKIZOGLU
sevkinur,SARICOBANOGLU
sevkiye,SARIKABADAYI
simsek,SARIYAG
simseker,SEDA
sive,SEDELE
sivekar,SEHOGLU
sohret,SELCEN
solen,SEMIS
sule,SENERMAN
sukrettin,SENSEVER
sukriye,SERHAN
sukufe,SERINSOZ
Tegin,SEZGINEL
Tek,SINSI
Teke,SIVISOGLU
Teker,SIZGI
Tekes,SOGUTCEPINAR
Tekgul,SONGULALP
Tekil,SOYTORUN
Tekin,SUDINOGLU
Tekinel,SUKUF
Tekiner,SUMUS
Tekinsoy,SUNLU
Tekir,TAHHUSOGLU
Tekis,TAMTAMIS
Tekiz,TANRAKLI
Tekmil,TANUS
Tekmile,TAPANYIGIT
Teknur,TAPIKARA
Tekok,TASALTIN
Tekol,TASPULAT
Tekoktem,TASYAR
Tekoz,TAVLAS
Tekozer,TAYKURT
Teksen,TAYMUS
Teksoy,TEMIRAK
Tekun,TILCI
Tekunlu,TOPRAKLIK
Telek,TORTUMLUOGLU
Telim,TOYTEKIN
Telimer,TUCEL
Telli,TUGTAG
Telmize,TULTAY
Telvin,TUNCTE
Temel,TURKOKULOGLU
Temelli,TURUPCU
Temenni,TUTLUOGLU
Temime,ULUBAHSI
Temir,ULUKULU
Temirkut,UNLUTEPE
Temiz,URHANOGLU
Temizel,URKSAS
Temizer,USAKLIGIL
Temizol,USBAS
Temizoz,USTUNAKIN
Temizsoy,UZAIR
Temre,UZDIYEN
Temren,UZVAS
Temurlenk,VARLICA
Tengir,VATANKULU
Tengiz,YALOVAC
Tenigul,YASIM
Tennur,YEGITOGLU
Tennure,YELYUDAN
Tenvir,YENIDENIZ
Tepegoz,YENIEVLI
Tepel,YENIYAPI
Tepir,YESERIROGLU
Terek,YESILDAGLAR
Terem,YIKMAN
Terim,YILDIRIMDEMIR
Terken,YOLBILIR
Tesrif,YONSUL
Tesrife,YONTEMLI
Tetik,YUCEGOK
Tetiker,YUKI
Tevekkul,YURUDU
Tevfik,YURULMAZ
Tevhit,ZAGAL
Tevil,ZAHIT
Tevir,ZEMBIL
Tevs,ZIVANA
Tevsen,ZORTUK
Teymur,ABANIK
Tez,ACUNGAN
Tezel,AGARCA
Tezelli,AGDASAN
Tezer,AHRETLIKOGLU
Tezeren,AKAYOGLU
Tezerol,AKBABAOGLU
Tezgul,AKBAKIR
Tezok,AKCAGIL
Tezol,AKCAOVA
Tezveren,AKCUL
Tijen,AKMACA
Timurlenk,AKOZBEK
Tiner,AKPARLAK
Titizer,AKSAKA
Tokel,AKTIKAN
Toker,ALDEVIR
Tokuzer,ALISARLI
Tokyurek,ALORDEK
Topel,ALPAKUT
Toper,ALTUNCI
Torel,ANKIN
Tokel,ARBACI
Tolek,ARSLANDOGDU
Tomek,ARSLANMIRZE
Tore,ARSLANSOY
Toregun,ASMAOGLU
Torel,ATABERK
Toreli,ATANER
Toren,ATCALIOGLU
Tugrultekin,ATIKLIK
Tugsel,ATLIK
Tugser,ATUCURAN
Tugtekin,AVUNYALI
Tuhfe,AYBIR
Tutel,AYKO
Tuter,AYKON
Tuzer,AYLAKCI
Tukel,AYRANPINAR
Tulek,AYTASKIN
Tulen,AYTUK
Tumel,BABURCAN
Tumen,BAGLA
Tumer,BAGSURER
Tumerk,BAHARCIOGLU
Tumerkin,BANUS
Tuner,BASABAK
Tuney,BASDINKCI
Ture,BASESKI
Turek,BASINLI
Turel,BASISIK
Tureli,BASSAHIN
Turemen,BATUROGLU
Turev,BEDIH
Turker,BETOS
Turkine,BEYDAR
Turkiye,BEYDAS
Turkmen,BICIK
Turksel,BILGIOGLU
Turksen,BIRBUDAK
Tuze,BIRKIN
Tuzeer,BITE
Tuzel,BOCUTCU
Tuzemen,BUDAMA
Tuzenur,BUGUK
Tuzmen,BULDUS
Tuzuner,BULKURCU
Ugurel,BUYRUKOGLU
Ugursel,BUYUKAKGUL
Ugurser,BUYUKALTAY
Uhuvvet,CABUR
Uluer,CAFERLER
Ulufer,CAGSUR
Ulutekin,CALBAZ
Ulviye,CALCA
Umnise,CAPKINLAR
User,CAYKUSU
Usluer,CELIKKALKAN
Uygunel,CERCEVIK
Uyguner,CERRAHO
Uzel,CEVIKKAN
Uzer,CEVIKLER
Uzgoren,CIFTCILI
Uzmen,CILCAN
Uztekin,CILKEZ
uge,CINIGOZ
uke,CIRAYSIN
ules,CORLULUOGLU
ulez,CORTOGLU
ulfer,CUHATUTAR
ulfet,CURUKSU
ulgen,DAGDURAN
ulgener,DALBASI
ulger,DALGARA
ulke,DALGILIC
ulkem,DALKIRANOGLU
ulken,DAYICA
ulkenur,DEDEBEY
ulker,DEK
ulkumen,DEMIRKILIT
ulkusel,DEVLEZ
ulkuye,DIKIZ
ulmen,DILE
umek,DINI
ummet,DOKMECIOGLU
ummiye,DOKMETEPE
umniye,DOLUMAY
unek,DOYDAS
uner,DOYUM
ungoren,DUKKEL
unlem,DUZCI
unlen,ECDAR
unluer,EFEL
unsel,EFES
unsev,EGMIR
unseven,ELIKLI
unsever,ELITEMIZ
unsevin,EMLEKCI
unsiye,ERCUK
unver,EREKEN
unveren,ERFAKI
unvermis,ERGEDIK
unzile,ERGEZGIN
urek,ERGUNAGA
urem,ERUNLU
uren,ESGINUS
uresin,ETUS
urkmez,EYLIKLER
urmegul,FATI
urpek,FIYCI
urper,GAZIGIL
usgen,GELGUL
ustek,GELVE
ustel,GENAR
uster,GEVGESOGLU
ustuner,GEZDUR
utugen,GIYIM
uveys,GOCENLER
uye,GORGUNER
uzek,GORUKEN
uzer,GOSMEN
uzeyir,GOZUAGCA
Vefi,GOZUDIK
Vefik,GUDULOGLU
Vefki,GULDEMET
Vehip,GULENLER
Vekil,GULMEMIS
Velet,GUNCER
Veli,GUNNER
Velit,GURUNLUOGLU
Veliye,GUVENSEN
Venus,HACIEVLIYAGIL
Vergi,HALAZA
Vergili,HALLIOGLU
Vergin,HAMAK
Verim,HAMSICI
Vesik,HAMURKESEN
Vesim,HASKO
Veyis,HAYTABEY
Veysel,HAYYAR
Veysi,HILOOGLU
Yaren,HOPAN
Yegah,HOPIKOGLU
Yegan,HUBA
Yegane,HUSUK
Yegin,IGE
Yeginer,IMZA
Yegrek,INALER
Yel,INANMISIK
Yelen,INCITMEZ
Yeler,ISASIR
Yelesen,ISEK
Yeleser,ISIBOL
Yeliz,ISICAK
Yeltekin,ISITEMIZ
Yemen,ISLIMYE
Yenel,ISSIYIL
Yenen,IVREN
Yener,IZHAN
Yenerol,KAKMAZOGLU
Yengi,KAKULLU
Yenigul,KAMANOGLU
Yenin,KANALMAZ
Yenisu,KANCAK
Yenisu,KANGEL
Yepelek,KANKAN
Yerel,KARABALOGLU
Yergin,KARABINAOGLU
Yerik,KARACAKURT
Yersel,KARAKEBELIOGLU
Yesugey,KARAMISE
Yesil,KARATABAK
Yesim,KARAVEL
Yesne,KARGINER
Yeten,KARTOGLAN
Yetener,KASIN
Yeter,KAVRULMUS
Yeterkız,KAVTELEK
Yetik,KAYABEK
Yetim,KAYADIR
Yetis,KAYGANA
Yetisen,KAYKALAK
Yetkin,KEDIOGLU
Yetkiner,KEKLIKKAVAN
Yılsen,KERTOOGULLARI
Yigitel,KIBRISLIOGLU
Yigiter,KILINCKAN
Yipek,KIRBACOGLU
Yoner,KIRCAALI
Yonet,KIRMIZIDEMIR
Yonetken,KISLI
Yonetmen,KIZILABDULLAH
Yontem,KIZILATA
Yurter,KIZILBURUN
Yurtguven,KIZILCIN
Yurtsev,KOCAAHMET
Yurtseven,KOCEMAN
Yurtsever,KOCERI
Yurtsevil,KOKSER
Yurtsevin,KOLDAMCA
Yuksel,KOPUZLU
Yukselen,KUCUKALTAY
Yumniye,KUKURTCU
Yurekli,KUMKAYA
Yuruker,KUNARLIOGLU
Zekai,KURDO
Zekavet,KURULOGLU
Zeki,KURUOT
Zekire,KURUR
Zekiye,KUSLUOGLU
Zemin,KUSPECI
Zemzem,KUYANAY
Zengin,LOCA
Zennur,MACKAN
Zeren,MALTAR
Zergun,MASRAFOGLU
Zerin,MAYAM
Zerrin,MEMICIK
Zerrinkar,MENCUR
Zerriste,MENKE
Zeynel,METDAR
Zeynep,METERIS
Zeyni,MITILER
Zeyniye,MUDANYALI
Zeyno,MURIC
Zeynur,NALDOGEN
Zeyrek,NAZLIKAYA
Zihniye,NESET
Zinet,OCEBE
Zinnure,OLCAK
Ziver,OLUKCA
Ziynet,OMURCAN
Ziyneti,ORTABAS
Zuheyr,OSKEN
Zuhre,OSMANLAR
Zuhtiye,OTCUOGLU
Zulfiye,OZARPA
Zulfuye,OZBAGRIACIK
Zurriyet,OZCELTIK
Fikir,OZDANA
Fikri,OZKANTAR
Filiz,OZKAPLI
Firuz,OZKASAPOGLU
Ful,OZPAZAR
Fuzuli,OZUGUZ
Fusun,OZUYANIK
Fusunkar,OZYAPAR
Hıfzı,PAKLA
Kasif,PALAT
Latif,PAZARLIKLI
Lutfi,PEKTANC
Lutuf,PEPEC
Lutufkar,PILAVOGLU
Mufit,PINYAL
Muftu,PULATOGLU
Munif,RANDE
Musfik,RASGELE
orfi,SAKLIYAN
Rıfkı,SARB
Tıflıgul,SARICAMLIK
Ufuk,SARIKAYIS
Vakıf,SARIOK
Yusuf,SARKISLA
Zulfi,SARKUN
Zulfu,SAVMAN
Zulkif,SENKOY
Zulkuf,SENTUNALI
Girgin,SEPETLI
Giz,SETTAR
Gogus,SEVLU
Gok,SEYHANOGLU
Gokgol,SICRAR
Gokhun,SIGINDIM
Goknil,SILAHSIZ
Goknur,SILIG
Goksoy,SITOCI
Goksu,SIYAHGUL
Goksun,SOLAKLIOGLU
Goksin,SOYCOPUR
Goktug,TABLACI
Gokturk,TAGAR
Gonul,TAMAHKAR
Gorgu,TANIRKAN
Gorgun,TANTURK
Gork,TAPTI
Gorklu,TARAKCIO
Goyuk,TASTEMURLU
Gozutok,TASTIKEN
Gul,TASVEREN
Gulan,TAYIS
Gulgonul,TEKINDAL
Gulgun,TEKYASAR
Gulgun,TELSAC
Gulhiz,TENGIRSEK
Gulhuri,TESGIN
Guliz,TEZKAC
Gulkız,TINKCI
Gullu,TINTE
Gulmus,TOKALIOGLU
Gulnur,TOKGUR
Gulnus,TOPALFAKIOGLU
Guloz,TOPCAK
Gulriz,TORLUOGLU
Gulru,TUCAN
Gulruh,TUGDAR
Gulsim,TUMGAN
Gulsimin,TURBAY
Gulsoy,TURENGUL
Gulsu,TUVEN
Gulsum,TUYGAR
Gulsun,TUYUNUKLU
Gultop,UCCAN
Gulum,UCKAYABASI
Gulustu,UCKU
Gulus,UGURCU
Gulyuz,ULUYAZI
Gumus,UMMAZ
Gumuskurt,UNVERIR
Gumuskut,URAM
Gun,UREBE
Gungor,URUTURK
Gungormus,USLURAK
Gungul,USTUNCAN
Gunısık,UTMU
Guniz,UZDAS
Gunizi,UZMALI
Gunizli,UZUL
Gunkurt,VANOGLU
Gunkut,VELET
Gunkutlu,VURALGIL
Gunmutlu,YABURGA
Gunnur,YALAMAOGLU
Gunol,YAPINCAK
Gunsili,YAPTITEREK
Gunsu,YARDAGUL
Guntimur,YARKENT
Guntulu,YARLUG
Gunturk,YASTIBAS
Gunturkun,YAVUC
Gunyıl,YAVUZBAS
Gunyol,YEDIKAT
Gunyuz,YELEZ
Gur,YELLIDAG
Gurgan,YEMSEL
Gursu,YENIBAGCI
Guz,YERLIKAYALAR
Guzin,YESILBALKAN
Guzingul,YESILBINGOL
Hosgor,YIKAN
Hosnigar,YIRIKOGLU
Hulagu,YOZGATLIOGLU
Hurgul,YUMLI
Husnugul,YUNKUS
Ilgı,YURTISIGI
Ilgım,YUTKUN
Ilgın,ZAGIL
Irısgul,ZAHIROGLU
Ilgi,ZEVIT
Ilgin,ZEYNE
Ilgu,ZORALOGLU
Ilgul,ZULKADIR
Ilgun,ACIKLAR
Ilig,ADALILAR
Ilkgul,ADSALMIS
Irgun,AGAL
Ismigul,AGBUGA
Iyigun,AGCALICA
Izgi,AGDEPE
Izgu,AGIRDAN
Izgul,AGMIL
Izgun,AGYEL
Kırgız,AHMETOGULLARI
Kızgın,AKAYRAN
Kızgınok,AKBARDAK
Kızgınyigit,AKBIN
Kongur,AKDUVAN
Korgun,AKKAHRAMAN
Koygun,AKKASLI
Kutgun,AKSAYA
Lalgun,AKSONA
Morgul,AKSUNGU
Mutlugun,ALADAK
Mujgan,ALAGUS
Nigar,ALBOSTANLI
Nilgun,ALCAR
Nilgun,ALDIG
Nurgok,ALIBESE
Nurgul,ALINACIK
Nurgun,ALPASAR
Nurnigar,ALPYURUR
Ogus,ANCAZA
Ogul,ARDICI
Ogun,ARGALI
Olgun,ARIDIL
Olgunsoy,ARIKKAN
Olgunsu,ARKAYA
Ongu,ARLAN
Ongun,ARPUT
Ongunsu,ARTA
Ongur,ARTMIS
Ongun,ASLANKESER
Orgun,ATAMAL
Orgul,ATESALIOGLU
Orgun,AYDOST
ongor,AYKANLI
ongu,AYLUN
ongul,AYNAK
ongun,AYTANC
ongut,BABAYEGIT
ovgu,BACU
ovgul,BARCAK
ovgun,BASAYAR
ozgu,BASBEYAZ
ozgul,BASERDEM
ozgulum,BASKINCI
ozgun,BASKOL
ozgur,BASTA
ozsungur,BEDIOGLU
Ruhugul,BEGE
Ruzgar,BEKTORE
Sılgın,BELE
Sıngın,BENZE
Singin,BEYAM
Songun,BEYAZGEYIK
Songur,BICKEN
Songul,BILEYCI
Sorgun,BILGILIER
Soyugur,BIRKAL
Sungu,BIRKESER
Sungun,BIZCI
Sungur,BOGAZLIYANLIOGLU
Sungur,BOLUR
Tokgoz,BOSOR
Tongur,BOZGUC
Toygun,BOZYIKIT
Turgut,BUGAHAN
Tuygun,BUKEL
Tungur,BUNYAK
Turgun,BUYUKCEYLAN
Uguz,BUYUKDURU
Urgun,BUYUKKASAP
Urungu,BUYUKKIDIK
Uygu,BUYUKSAKA
Uygun,CAKILDAK
Uygur,CAKIRKA
ugu,CALAYER
ulgu,CALISIK
ulgur,CAMARASI
ungormus,CAVUSDAG
ungun,CEKCEOGLU
ungur,CELEMEN
unugur,CELEPKULU
urgun,CELIKIZ
ustungu,CELTIKLI
Vurgun,CEPECI
Yılgul,CERGIBOZAN
Yılgun,CERME
Kızıltug,CETINDEDE
Koryigit,CICEKSUYU
Koroglu,CILBAS
Kugu,CINA
Mutlug,CINKOSE
Ogul,CITI
Ogulturk,DABANIBUYUK
Ogur,DAGDAN
Ogus,DAGIN
Oguz,DAHIL
Oguztuzun,DALDIR
Oktug,DARKAN
Onug,DARTAY
ogun,DEHRI
ogur,DELIP
ogus,DEMIRBOLEK
ogut,DEMIRCIALAN
ozogul,DEMIRCUBUK
ozoguz,DEMIRDIL
Sıgın,DEMIRTAN
Sogut,DENETMIS
Tigin,DERCIN
Togus,DERINDAG
Toktug,DESIK
Tokuztug,DIKKILOGLU
Toluntigin,DIRICI
Tug,DIRKOL
Tugkun,DIYARBEKIRLI
Tuglu,DOGANOK
Tugluk,DOGANULKER
Tugrul,DOLARSLAN
Tuyug,DOLAT
Turkoglu,DONTLU
Ugur,DORGUN
Ugurlu,ECEVITOGLU
Ugurol,EKEM
Ugursoy,ELEZ
Ugus,ELIBUL
Ugut,EMINI
Uguz,EMIRTAS
Ulug,ENOZ
Yigit,EPEKINCI
Yogun,ERAR
Yulug,ERATLI
Yugruk,ERAVSAR
Halinur,ERBASTI
